549 13
0	3545	0	0	0	0.000	115	2.02000000000000000000e+02	5.24000000000000000000e+02	2.04711332917213439941e-02	1.82480394840240478516e+00	4.925000000000001	0.9511438012123108
1	3545	0	0	0	0.000	115	1.79000000000000000000e+02	4.76000000000000000000e+02	1.91504266113042831421e-02	1.58707678318023681641e+00	4.95	0.3172047436237335
2	3545	0	0	0	0.000	115	1.88000000000000000000e+02	4.95000000000000000000e+02	1.96634363383054733276e-02	1.67941856384277343750e+00	4.9750000000000005	0.5634493827819824
3	3545	0	1	5	0.165	115	1.86000000000000000000e+02	4.90000000000000000000e+02	1.95338744670152664185e-02	1.65609741210937500000e+00	4.825	0.5012596845626831
4	3545	0	1	5	0.091	115	2.07000000000000000000e+02	5.34000000000000000000e+02	2.07191333174705505371e-02	1.86944401264190673828e+00	4.8500000000000005	1.0701841115951538
5	3545	0	1	5	0.124	115	2.00000000000000000000e+02	5.20000000000000000000e+02	2.03569196164608001709e-02	1.80424559116363525391e+00	4.8500000000000005	0.896321713924408
6	3545	0	1	25	0.077	115	1.92000000000000000000e+02	5.04000000000000000000e+02	1.99085492640733718872e-02	1.72353887557983398438e+00	5.025	0.6811038255691528
7	32133	0	1	4	0.169	115	1.92000000000000000000e+02	5.03000000000000000000e+02	1.98809467256069183350e-02	1.71857047080993652344e+00	3.2	0.6678544282913208
8	32133	0	1	10	0.743	115	1.92000000000000000000e+02	5.02000000000000000000e+02	1.98707096278667449951e-02	1.71672761440277099609e+00	2.75	0.6629404425621033
9	32133	0	1	10	0.716	115	1.81000000000000000000e+02	4.80000000000000000000e+02	1.92801915109157562256e-02	1.61043441295623779297e+00	2.7750000000000004	0.37949174642562866
10	32133	0	1	10	0.687	115	1.82000000000000000000e+02	4.83000000000000000000e+02	1.93466302007436752319e-02	1.62239348888397216797e+00	2.8000000000000003	0.4113824963569641
11	32133	0	1	10	0.657	115	2.07000000000000000000e+02	5.33000000000000000000e+02	2.06974055618047714233e-02	1.86553311347961425781e+00	2.825	1.0597549676895142
12	32133	0	1	10	0.626	115	2.06000000000000000000e+02	5.32000000000000000000e+02	2.06828080117702484131e-02	1.86290526390075683594e+00	2.85	1.0527474880218506
13	36824	0	1	10	0.980	115	2.09000000000000000000e+02	5.37000000000000000000e+02	2.08062138408422470093e-02	1.88511848449707031250e+00	1.8250000000000002	1.1119827032089233
14	36824	0	1	10	0.954	115	2.10000000000000000000e+02	5.40000000000000000000e+02	2.08965800702571868896e-02	1.90138447284698486328e+00	1.85	1.1553584337234497
15	36824	0	1	10	0.888	115	1.91000000000000000000e+02	5.01000000000000000000e+02	1.98476556688547134399e-02	1.71257793903350830078e+00	1.9000000000000001	0.6518743634223938
16	36824	0	1	10	0.863	115	1.76000000000000000000e+02	4.70000000000000000000e+02	1.90017856657505035400e-02	1.56032145023345947266e+00	1.9000000000000001	0.2458571344614029
17	36824	0	1	10	0.808	115	2.06000000000000000000e+02	5.31000000000000000000e+02	2.06494443118572235107e-02	1.85689985752105712891e+00	1.9500000000000002	1.0367331504821777
18	36824	0	1	10	0.838	115	2.02000000000000000000e+02	5.24000000000000000000e+02	2.04519499093294143677e-02	1.82135093212127685547e+00	1.925	0.9419357776641846
19	37804	1	1	0	0.112	1	6.85000000000000000000e+02	2.10000000000000000000e+01	2.43409350514411926270e-01	8.18846607208251953125e+00	2.6500000000000004	0.8011164665222168
20	37804	1	1	0	0.112	1	8.85000000000000000000e+02	2.50000000000000000000e+01	3.07609409093856811523e-01	9.27492809295654296875e+00	2.6500000000000004	1.0727320909500122
21	37804	1	0	0	0.000	1	8.52000000000000000000e+02	2.40000000000000000000e+01	2.96894878149032592773e-01	9.09360599517822265625e+00	2.725	1.0274014472961426
22	37804	1	0	0	0.000	1	6.90000000000000000000e+02	2.10000000000000000000e+01	2.44981527328491210938e-01	8.21507167816162109375e+00	2.75	0.8077680468559265
23	37804	1	1	0	0.032	1	1.03300000000000000000e+03	2.80000000000000000000e+01	3.55007320642471313477e-01	1.00770463943481445312e+01	2.6750000000000003	1.2732616662979126
24	37804	1	1	0	0.004	1	5.64000000000000000000e+02	1.80000000000000000000e+01	2.04501017928123474121e-01	7.53001737594604492188e+00	2.7	0.6365042924880981
25	37804	1	1	24	0.915	1	9.22000000000000000000e+02	2.60000000000000000000e+01	3.19380879402160644531e-01	9.47413825988769531250e+00	2.95	1.1225345134735107
26	41504	2	1	0	0.395	115	2.04000000000000000000e+02	5.27000000000000000000e+02	2.05406602472066879272e-02	1.83731889724731445312e+00	1.7000000000000002	0.9845172166824341
27	41504	2	1	19	0.115	115	1.97000000000000000000e+02	5.14000000000000000000e+02	2.01922319829463958740e-02	1.77460181713104248047e+00	1.875	0.8172714114189148
28	41504	2	1	19	0.138	115	2.01000000000000000000e+02	5.21000000000000000000e+02	2.03720033168792724609e-02	1.80696070194244384766e+00	1.925	0.9035618305206299
29	41504	2	1	19	0.150	115	1.79000000000000000000e+02	4.77000000000000000000e+02	1.91818941384553909302e-02	1.59274089336395263672e+00	1.9000000000000001	0.33230897784233093
30	41504	2	1	19	0.168	115	1.94000000000000000000e+02	5.07000000000000000000e+02	2.00075861066579818726e-02	1.74136567115783691406e+00	1.925	0.7286416292190552
