0	L23_PC
1	L23_BTC
2	L23_NBC
3	L23_ChC
4	L23_MC
5	L23_DBC
6	L23_LBC
7	L4_PC
8	L4_LBC
9	L4_SP
10	L4_MC
11	L4_SS
12	L4_SBC
13	L4_DBC
14	L4_NBC
15	L5_TTPC2
16	L5_MC
17	L5_TTPC1
18	L5_NBC
19	L5_STPC
20	L5_SBC
21	L5_LBC
22	L5_BTC
23	L6_IPC
24	L6_BPC
25	L6_TPC_L4
26	L6_UTPC
27	L6_LBC
28	L6_TPC_L1
29	L6_MC
30	L6_BP
31	L5_UTPC
