0	L23_PC
1	L5_TTPC2
2	L4_PC
3	L23_MC
4	L23_BTC
5	L4_SP
6	L5_TTPC1
7	L5_UTPC
8	L6_TPC_L1
9	L6_LBC
10	L6_UTPC
11	L6_MC
12	L6_TPC_L4
