0	L23_PC
1	L23_DBC
2	L4_SP
3	L4_SS
4	L4_PC
5	L4_LBC
6	L4_NBC
7	L4_SBC
8	L4_DBC
9	L5_TTPC1
10	L5_TTPC2
11	L5_STPC
12	L5_NBC
13	L5_MC
14	L5_LBC
15	L6_TPC_L4
16	L6_IPC
17	L6_UTPC
18	L6_BPC
19	L6_TPC_L1
20	L6_MC
