0	L23_DBC
1	L23_PC
2	L4_PC
3	L4_LBC
4	L4_SS
5	L5_TTPC2
6	L5_TTPC1
7	L5_UTPC
8	L6_IPC
9	L6_BPC
10	L23_LBC
11	L4_SP
12	L4_NBC
13	L5_MC
14	L5_STPC
15	L5_NBC
16	L5_BTC
17	L5_LBC
18	L4_BTC
19	L4_SBC
20	L5_BP
21	L6_MC
22	L6_LBC
23	L6_TPC_L4
24	L23_NBC
25	L6_TPC_L1
