0	L23_PC
1	L23_LBC
2	L23_SBC
3	L23_DBC
4	L23_NGC
5	L23_NBC
6	L23_MC
7	L4_MC
8	L4_PC
9	L4_SS
10	L4_LBC
11	L4_NBC
12	L4_SP
13	L4_DBC
14	L5_TTPC2
15	L5_MC
16	L5_TTPC1
17	L5_BTC
18	L6_MC
19	L6_BPC
20	L6_TPC_L1
21	L6_IPC
22	L6_TPC_L4
