0	L23_DBC
1	L23_PC
2	L23_BTC
3	L23_SBC
4	L23_MC
5	L23_LBC
6	L23_NGC
7	L23_NBC
8	L4_SP
9	L4_PC
10	L4_SBC
11	L4_NBC
12	L4_SS
13	L5_TTPC2
14	L5_TTPC1
15	L5_MC
16	L5_BTC
17	L5_STPC
18	L5_NBC
19	L6_BPC
20	L6_TPC_L4
21	L6_LBC
22	L6_UTPC
23	L6_TPC_L1
24	L6_IPC
