0	L5_TTPC1
1	L5_TTPC2
2	L5_UTPC
3	L6_IPC
4	L23_PC
5	L23_BTC
6	L4_PC
7	L4_SP
8	L4_LBC
9	L4_SS
10	L5_DBC
11	L5_STPC
12	L5_LBC
13	L5_NBC
14	L5_BTC
15	L6_BPC
16	L6_TPC_L1
17	L6_UTPC
18	L6_LBC
19	L6_NBC
20	L6_TPC_L4
21	L6_SBC
22	L6_MC
23	L6_BTC
