0	L23_PC
1	L23_DBC
2	L23_SBC
3	L23_MC
4	L4_SS
5	L4_MC
6	L4_SP
7	L4_PC
8	L4_NBC
9	L4_LBC
10	L5_STPC
11	L5_TTPC2
12	L5_TTPC1
13	L5_MC
14	L5_LBC
15	L5_UTPC
16	L5_NBC
17	L6_IPC
18	L6_BPC
19	L6_UTPC
20	L6_TPC_L4
21	L6_MC
22	L6_LBC
23	L6_TPC_L1
24	L23_BTC
